incident_number,assignment_group,status,resolution_notes,MTTR,Priority,created_date,incident_description
INC101959,LCH - Service1 - Support,Completed,Hardware: Replaced faulty RAM module.,13.58,P4,2022-01-02,analyst's device at HR portal showed signs of failure during diagnostics. All whom consumer.
INC101960,LCH - Service1 - Support,Completed,Access: MFA reset completed for user login.,10.0,P4,2022-01-09,finance user unable to log into email gateway from remote session environment. Them summer less.
INC101961,LCH - Service2 - Support,Completed,Hardware: Cleaned fan assembly and updated BIOS.,8.09,P4,2022-01-09,analyst's device at NY data center showed signs of failure during diagnostics. Several Democrat ball science process data.
INC101962,LCH - Service2 - Support,Completed,Access: New role permissions assigned manually.,11.24,P4,2022-01-09,analyst unable to log into email gateway from remote session environment. Brother save official place price trouble.
INC101963,LCH - Service1 - Support,Completed,Network: Switch firmware upgrade resolved packet loss.,12.62,P4,2022-01-09,finance user reported network disruption at HR portal affecting SSO. Necessary speech mother.
INC101964,LCH - Service2 - Support,Completed,Network: Switch firmware upgrade resolved packet loss.,3.19,P4,2022-01-09,IT support reported network disruption at London office affecting VPN client. Fact until nation mother road.
INC101965,LCH - Service1 - Support,Cancelled,Hardware: Cleaned fan assembly and updated BIOS.,15.09,P2,2022-01-09,finance user's device at HR portal showed signs of failure during diagnostics. Exist green structure media heart.
INC101966,LCH - Service1 - Support,In-Progress,Network: Switch firmware upgrade resolved packet loss.,6.33,P3,2022-01-09,finance user reported network disruption at NY data center affecting CRM. Key development good.
INC101967,LCH - Service2 - Support,Completed,Database: Table indexing completed to improve performance.,0.93,P4,2022-01-09,manager faced timeout error in SSO queries run from London office. By card win black.
INC101968,LCH - Service2 - Support,Completed,Database: Table indexing completed to improve performance.,11.06,P3,2022-01-09,manager faced timeout error in email gateway queries run from VPN network. Factor not determine fall.
INC101969,LCH - Service2 - Support,Completed,Database: Cleared blocking session and restarted job.,7.94,P4,2022-01-09,manager faced timeout error in CRM queries run from VPN network. Public practice close special.
INC101970,LCH - Service2 - Support,Completed,Database: Table indexing completed to improve performance.,12.92,P3,2022-01-09,developer faced timeout error in VPN client queries run from VPN network. Beat specific our.
INC101971,LCH - Service2 - Support,Completed,Access: New role permissions assigned manually.,1.94,P2,2022-01-09,manager unable to log into email gateway from HR portal environment. Explain cost game.
INC101972,LCH - Service1 - Support,Completed,Software: Reinstalled software after registry clean-up.,10.1,P4,2022-01-09,finance user experienced software crash while accessing VPN client at HR portal. Future less paper without.
INC101973,LCH - Service1 - Support,Completed,Access: New role permissions assigned manually.,20.4,P4,2022-01-09,developer unable to log into VPN client from NY data center environment. Six word something from.
INC101974,LCH - Service1 - Support,In-Progress,Network: DHCP reconfiguration fixed IP allocation.,4.86,P3,2022-01-09,intern reported network disruption at VPN network affecting VPN client. Couple above example.
INC101975,LCH - Service2 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,19.91,P3,2022-01-09,developer reported network disruption at VPN network affecting email gateway. Nor face machine begin cut these.
INC101976,LCH - Service1 - Support,Cancelled,Access: MFA reset completed for user login.,14.65,P4,2022-01-09,finance user unable to log into SSO from NY data center environment. Fly wife week real certainly.
INC101977,LCH - Service2 - Support,Completed,Network: Switch firmware upgrade resolved packet loss.,13.6,P4,2022-01-09,finance user reported network disruption at London office affecting data warehouse. Imagine goal activity remain range interest.
INC101978,LCH - Service2 - Support,Completed,Access: Group membership updated in AD.,10.18,P4,2022-01-09,IT support unable to log into VPN client from NY data center environment. Economy price discuss treatment with author.
INC101979,LCH - Service2 - Support,Completed,Database: Table indexing completed to improve performance.,12.29,P4,2022-01-09,analyst faced timeout error in SSO queries run from VPN network. Man teacher article.
INC101980,LCH - Service2 - Support,Completed,Software: Patched application resolved crash issue.,14.05,P4,2022-01-09,finance user experienced software crash while accessing email gateway at HR portal. Yeah south student quality break.
INC101981,LCH - Service2 - Support,In-Progress,Software: Updated dependency libraries to resolve error.,22.55,P3,2022-01-09,intern experienced software crash while accessing CRM at NY data center. Some game doctor.
INC101982,LCH - Service1 - Support,Completed,Access: MFA reset completed for user login.,7.77,P4,2022-01-09,developer unable to log into email gateway from HR portal environment. Meet somebody evening speech everyone.
INC101983,LCH - Service2 - Support,Completed,Software: Patched application resolved crash issue.,8.46,P4,2022-01-09,intern experienced software crash while accessing SSO at NY data center. Similar sell speech use.
INC101984,LCH - Service2 - Support,Completed,Hardware: Replaced faulty RAM module.,0.82,P4,2022-01-09,finance user's device at VPN network showed signs of failure during diagnostics. Do step position.
INC101985,LCH - Service1 - Support,In-Progress,Network: DHCP reconfiguration fixed IP allocation.,11.79,P4,2022-01-09,finance user reported network disruption at remote session affecting email gateway. Example newspaper in within.
INC101986,LCH - Service2 - Support,Completed,Network: Switch firmware upgrade resolved packet loss.,1.38,P4,2022-01-09,intern reported network disruption at HR portal affecting email gateway. Play quickly guess likely.
INC101987,LCH - Service2 - Support,Cancelled,Software: Patched application resolved crash issue.,13.07,P4,2022-01-09,analyst experienced software crash while accessing CRM at NY data center. Color never above apply news throw.
INC101988,LCH - Service2 - Support,Completed,Database: Table indexing completed to improve performance.,10.32,P4,2022-01-09,finance user faced timeout error in SSO queries run from London office. Small moment serious kind.
INC101989,LCH - Service1 - Support,Completed,Database: Optimized SQL query to resolve timeout.,6.84,P4,2022-01-09,developer faced timeout error in data warehouse queries run from HR portal. Building billion hope executive morning.
INC101990,LCH - Service1 - Support,Completed,Software: Reinstalled software after registry clean-up.,14.84,P4,2022-01-09,IT support experienced software crash while accessing VPN client at VPN network. Range second put new budget.
INC101991,LCH - Service1 - Support,Completed,Software: Reinstalled software after registry clean-up.,18.52,P3,2022-01-09,IT support experienced software crash while accessing email gateway at VPN network. Policy do politics really.
INC101992,LCH - Service1 - Support,Completed,Hardware: Replaced faulty RAM module.,10.72,P4,2022-01-09,intern's device at remote session showed signs of failure during diagnostics. Reveal again do camera final goal threat.
INC101993,LCH - Service1 - Support,Completed,Database: Optimized SQL query to resolve timeout.,9.07,P4,2022-01-09,analyst faced timeout error in CRM queries run from NY data center. He address seem nothing draw.
INC101994,LCH - Service1 - Support,Completed,Software: Patched application resolved crash issue.,8.52,P4,2022-01-09,developer experienced software crash while accessing CRM at remote session. Radio population practice material total.
INC101995,LCH - Service1 - Support,Completed,Software: Patched application resolved crash issue.,19.28,P4,2022-01-09,manager experienced software crash while accessing SSO at London office. Ask move father environment reality where.
INC101996,LCH - Service2 - Support,In-Progress,Hardware: Replaced faulty RAM module.,9.79,P4,2022-01-09,finance user's device at London office showed signs of failure during diagnostics. Individual soon not show air.
INC101997,LCH - Service1 - Support,Completed,Network: DHCP reconfiguration fixed IP allocation.,15.38,P4,2022-01-09,manager reported network disruption at NY data center affecting CRM. Degree remain how.
INC101998,LCH - Service1 - Support,Completed,Access: Group membership updated in AD.,6.26,P4,2022-01-09,IT support unable to log into email gateway from London office environment. Camera as air choice.
INC101999,LCH - Service2 - Support,Completed,Hardware: Power unit replacement resolved the issue.,7.09,P3,2022-01-09,intern's device at London office showed signs of failure during diagnostics. Discussion end course different catch do.
INC102000,LCH - Service1 - Support,Completed,Database: Cleared blocking session and restarted job.,7.27,P4,2022-01-09,developer faced timeout error in SSO queries run from HR portal. Enjoy night exist reach.
